timeStamp, vertexId
1403636860251666500,2d7ff3b2485b20060e00000000000000
1403636860451666500,0337d8bc485b20060f00000000000000
1403636860651666500,213289be485b20069001000000000000
1403636860851666500,e95b11b9485b20063602000000000000
1403636861051666500,79e100bb485b20068603000000000000
1403636861251666500,28eed144b7a4dff95f04000000000000
1403636861451666500,a0407847b7a4dff93805000000000000
1403636861651666500,f5e90946b7a4dff95b05000000000000
1403636861851666500,b9a1f343b7a4dff9de06000000000000
1403636862051666500,2e1b0842b7a4dff91e08000000000000
1403636862251666500,5ad5864fb7a4dff94009000000000000
1403636862451666500,f99a2e4eb7a4dff9b109000000000000
1403636862651666500,0c101d4bb7a4dff9910b000000000000
1403636862851666500,8c301755b7a4dff9200c000000000000
1403636863051666500,73737357b7a4dff9ca0c000000000000
1403636863251666500,654c7556b7a4dff9040d000000000000
1403636863451666500,a2b0b750b7a4dff9b60e000000000000
1403636863651666500,9258b452b7a4dff9e80f000000000000
1403636863851666500,f5f4e85cb7a4dff90011000000000000
1403636864051666500,e56fdb5eb7a4dff97f11000000000000
1403636864251666500,8d1d8a58b7a4dff9d212000000000000
1403636864451666500,41c0185bb7a4dff94013000000000000
1403636864651666500,b4fc9565b7a4dff9e313000000000000
1403636864851666500,767e9464b7a4dff91014000000000000
1403636865051666500,6b98ed66b7a4dff90216000000000000
1403636865251666500,b809e860b7a4dff9bb16000000000000
1403636865451666500,a9351c63b7a4dff96117000000000000
1403636865651666500,a1bce56db7a4dff9f617000000000000
1403636865851666500,4f3c3f6fb7a4dff9041a000000000000
1403636866051666500,60907969b7a4dff9ce1a000000000000
1403636866251666500,8cae486bb7a4dff96f1b000000000000
1403636866451666500,ed0e496ab7a4dff9db1b000000000000
1403636866651666500,58d9b374b7a4dff9aa1c000000000000
1403636866851666500,0136c376b7a4dff9d91d000000000000
1403636867051666500,92ca7771b7a4dff97a1e000000000000
1403636867251666500,93275673b7a4dff95e1f000000000000
1403636867451666500,3c19937db7a4dff92120000000000000
1403636867651666500,e542f47fb7a4dff95021000000000000
1403636867851666500,07870b7eb7a4dff9d222000000000000
1403636868051666500,dadb3879b7a4dff90823000000000000
1403636868251666500,9d55a278b7a4dff92623000000000000
1403636868451666500,e382147bb7a4dff9e923000000000000
1403636868651666500,144bcf05b7a4dff94724000000000000
1403636868851666500,3de6ed04b7a4dff9f424000000000000
1403636869051666500,acde3c04b7a4dff93625000000000000
1403636869251666500,722cf206b7a4dff92826000000000000
1403636869451666500,40f09601b7a4dff9b426000000000000
1403636869651666500,32821800b7a4dff90b28000000000000
1403636869851666500,722aad02b7a4dff99029000000000000
1403636870051666500,49fa260db7a4dff9cc2a000000000000
1403636870251666500,316d1e0fb7a4dff9382c000000000000
1403636870451666500,aaea0a09b7a4dff9072d000000000000
1403636870651666500,fb89510bb7a4dff99f2d000000000000
1403636870851666500,d56b260ab7a4dff9112e000000000000
1403636871051666500,83271915b7a4dff9282e000000000000
1403636871251666500,20ef7e14b7a4dff96e2e000000000000
1403636871451666500,bf750817b7a4dff9f92e000000000000
1403636871651666500,0fa22211b7a4dff93331000000000000
1403636871851666500,dadcde12b7a4dff98d32000000000000
1403636872051666500,1cd8581cb7a4dff93633000000000000
1403636872251666500,a9f7491eb7a4dff9b633000000000000
1403636872451666500,3c45c718b7a4dff93834000000000000
1403636872651666500,fe940618b7a4dff96234000000000000
1403636872851666500,c0ab841ab7a4dff91335000000000000
1403636873051666500,14c98c24b7a4dff99e36000000000000
1403636873251666500,f73cbb26b7a4dff93138000000000000
1403636873451666500,26f61820b7a4dff92639000000000000
1403636873651666500,b1f90922b7a4dff9ad39000000000000
1403636873851666500,d90ac72cb7a4dff9e739000000000000
1403636874051666500,9c82a72fb7a4dff9403a000000000000
1403636874251666500,1e832a2eb7a4dff9ac3a000000000000
1403636874451666500,bb331a28b7a4dff9c83c000000000000
1403636874651666500,2170ed35b7a4dff9473e000000000000
1403636874851666500,59ae5937b7a4dff9d73e000000000000
1403636875051666500,f6699731b7a4dff9463f000000000000
1403636875251666500,bd735330b7a4dff9983f000000000000
1403636875451666500,8d530633b7a4dff90140000000000000
1403636875651666500,7d8e623db7a4dff98d41000000000000
1403636875851666500,f01d173fb7a4dff9fb42000000000000
1403636876051666500,20d36b39b7a4dff9f243000000000000
1403636876251666500,0a5fd83ab7a4dff98b44000000000000
1403636876451666500,485516c5485b2006f844000000000000
1403636876651666500,03fe89c7485b2006ac45000000000000
1403636876851666500,4413cbc1485b20068a46000000000000
1403636877051666500,af47b3c3485b20067147000000000000
1403636877251666500,90ae75cd485b20062348000000000000
1403636877451666500,ce3620cc485b2006b448000000000000
1403636877651666500,4ca421ce485b20065249000000000000
1403636877851666500,bcf912c8485b2006064a000000000000
1403636878051666500,9c7393d5485b2006584b000000000000
1403636878251666500,9004c9d7485b20060c4c000000000000
1403636878451666500,2e5c80d1485b2006e44c000000000000
1403636878651666500,99c789d3485b20068c4d000000000000
1403636878851666500,e24d18d2485b2006ca4d000000000000
1403636879051666500,18c179dc485b20067d4e000000000000
1403636879251666500,4c56f0d9485b2006664f000000000000
1403636879451666500,729402d8485b20065750000000000000
1403636879651666500,d8da85e5485b20063851000000000000
1403636879851666500,18e319e4485b2006d951000000000000
1403636880051666500,158107e6485b20069e52000000000000
1403636880251666500,54639ee0485b20063953000000000000
1403636880451666500,740b48e2485b20068d54000000000000
1403636880651666500,224cb6ec485b20061855000000000000
1403636880851666500,212f04ef485b2006a855000000000000
1403636881051666500,0b7e5ee9485b20063757000000000000
1403636881251666500,7321bbeb485b20065a58000000000000
1403636881451666500,f3d88ff5485b20062359000000000000
1403636881651666500,3052acf7485b2006ee59000000000000
1403636881851666500,09de88f1485b2006d35a000000000000
1403636882051666500,d93f58f3485b2006655c000000000000
1403636882251666500,e96f04fd485b2006555d000000000000
1403636882451666500,3134dbfe485b2006ff5d000000000000
1403636882651666500,81c920f9485b20067c5e000000000000
1403636882851666500,4f29bffb485b2006615f000000000000
1403636883051666500,69ecac85485b20065960000000000000
1403636883251666500,ad108b87485b20069561000000000000
1403636883451666500,68be0186485b20065f62000000000000
1403636883651666500,bc79b580485b2006eb62000000000000
1403636883851666500,14b17383485b2006ac63000000000000
1403636884051666500,7a5ddc8d485b20064464000000000000
1403636884251666500,2b4c698d485b20065364000000000000
1403636884451666500,1f5a4b8c485b20068064000000000000
1403636884651666500,ed6b198f485b2006ca64000000000000
1403636884851666500,50cc778e485b20068765000000000000
1403636885051666500,227f2789485b20066166000000000000
1403636885251666500,18e4d88b485b2006d167000000000000
1403636885451666500,a511ab8a485b20062a69000000000000
1403636885651666500,f33d9f95485b20064e69000000000000
1403636885851666500,30db3595485b20069769000000000000
1403636886051666500,5104f197485b2006456a000000000000
1403636886251666500,39be0497485b20064c6b000000000000
1403636886451666500,1b6abf96485b2006e86b000000000000
1403636886651666500,8b5dd591485b2006266d000000000000
1403636886851666500,8411bf91485b2006496d000000000000
1403636887051666500,dfc9f190485b20061c6e000000000000
1403636887251666500,5be6e993485b2006896e000000000000
1403636887451666500,090ead92485b2006b36f000000000000
1403636887651666500,71d72e92485b20061270000000000000
1403636887851666500,0b76b69c485b20066371000000000000
1403636888051666500,687d3e9f485b20061272000000000000
1403636888251666500,e4041e9e485b20068472000000000000
1403636888451666500,9074a598485b20064f73000000000000
1403636888651666500,f166879b485b2006db73000000000000
1403636888851666500,2526699a485b20067b74000000000000
1403636889051666500,cf01e6a4485b2006c674000000000000
1403636889251666500,49feaea7485b20064875000000000000
1403636889451666500,b36868a1485b20065f76000000000000
1403636889651666500,7d174ea0485b2006d976000000000000
1403636889851666500,f72701a3485b20065e77000000000000
1403636890051666500,1e9fc0ad485b20062578000000000000
1403636890251666500,cc0ae3ac485b20066678000000000000
1403636890451666500,bb7e78af485b2006bd78000000000000
1403636890651666500,f6620bae485b20067c79000000000000
1403636890851666500,6ecee2a8485b2006117a000000000000
1403636891051666500,094eb9ab485b20064f7a000000000000
1403636891251666500,38b67eaa485b20067d7a000000000000
1403636891451666500,ec3b9db4485b2006ad7b000000000000
1403636891651666500,ba7288b7485b2006f57b000000000000
1403636891851666500,3c0314b6485b20068b7c000000000000
1403636892051666500,b07438b1485b2006067d000000000000
1403636892251666500,1b6f9bb3485b2006ad7d000000000000
1403636892451666500,915548b2485b20068f7e000000000000
1403636892651666500,b13c4abd485b2006d07e000000000000
1403636892851666500,4490e0bf485b2006157f000000000000
1403636893051666500,2f7d50be485b2006d47f000000000000
1403636893251666500,16f511b9485b20061580000000000000
1403636893451666500,552b90bb485b20068380000000000000
1403636893651666500,dea65dba485b20060d81000000000000
1403636893851666500,e8572b45b7a4dff94d81000000000000
1403636894051666500,6a745a47b7a4dff91182000000000000
1403636894251666500,9ce31946b7a4dff96082000000000000
1403636894451666500,1f2e5840b7a4dff9e982000000000000
1403636894651666500,5a45e242b7a4dff95183000000000000
1403636894851666500,f5caa94db7a4dff98283000000000000
1403636895051666500,68ebff4fb7a4dff9d883000000000000
1403636895251666500,a03ea04eb7a4dff93884000000000000
1403636895451666500,ab031a49b7a4dff97884000000000000
1403636895651666500,98a2944bb7a4dff90885000000000000
1403636895851666500,593c064ab7a4dff9e985000000000000
1403636896051666500,d19bdc54b7a4dff92a86000000000000
1403636896251666500,caa39357b7a4dff98786000000000000
1403636896451666500,5c580856b7a4dff97b87000000000000
1403636896651666500,eae29250b7a4dff95888000000000000
1403636896851666500,f6877753b7a4dff99788000000000000
1403636897051666500,6278c95db7a4dff91389000000000000
1403636897251666500,ab0eab5cb7a4dff9a689000000000000
1403636897451666500,f38c9159b7a4dff9bb8a000000000000
1403636897651666500,4995da5bb7a4dff9008c000000000000
1403636897851666500,d66a075ab7a4dff9cd8c000000000000
1403636898051666500,c322db67b7a4dff9f18d000000000000
1403636898251666500,0cfd7a66b7a4dff9818e000000000000
1403636898451666500,cac6a660b7a4dff9308f000000000000
1403636898651666500,2f84f562b7a4dff9da8f000000000000
1403636898851666500,9fc2666db7a4dff95690000000000000
1403636899051666500,d069ff6fb7a4dff9d690000000000000
1403636899251666500,9822126eb7a4dff90592000000000000
1403636899451666500,dc42e168b7a4dff90a93000000000000
1403636899651666500,91df556bb7a4dff9b793000000000000
1403636899851666500,3812336ab7a4dff94794000000000000
1403636900051666500,35b0e374b7a4dff9fd94000000000000
1403636900251666500,19d84277b7a4dff97a95000000000000
1403636900451666500,8ecd5676b7a4dff9ec95000000000000
1403636900651666500,7b2c1871b7a4dff9e396000000000000
1403636900851666500,6963d373b7a4dff93a97000000000000
1403636901051666500,53d8cc72b7a4dff93c98000000000000
1403636901251666500,5593e07db7a4dff9e998000000000000
1403636901451666500,7470b37cb7a4dff9369a000000000000
1403636901651666500,c183117fb7a4dff9bd9a000000000000
1403636901851666500,afb3047eb7a4dff9bf9b000000000000
1403636902051666500,5c237978b7a4dff9509c000000000000
1403636902251666500,89307f7bb7a4dff90f9d000000000000
1403636902451666500,2da16a7ab7a4dff9199e000000000000
1403636902651666500,ebed3c05b7a4dff9d59e000000000000
1403636902851666500,866df007b7a4dff92ca0000000000000
1403636903051666500,05269206b7a4dff9baa0000000000000
1403636903251666500,1ca3d900b7a4dff930a2000000000000
1403636903451666500,1c64a302b7a4dff9dba2000000000000
1403636903651666500,c68abe0db7a4dff936a3000000000000
1403636903851666500,45aa870cb7a4dff943a4000000000000
1403636904051666500,1164400fb7a4dff9cea4000000000000
1403636904251666500,2c85520eb7a4dff959a5000000000000
1403636904451666500,c277ac09b7a4dff910a6000000000000
1403636904651666500,a01bb008b7a4dff975a6000000000000
1403636904851666500,ad79640bb7a4dff989a7000000000000
1403636905051666500,bc317d0ab7a4dff903a8000000000000
1403636905251666500,053d7215b7a4dff977a8000000000000
1403636905451666500,63831c14b7a4dff957a9000000000000
1403636905651666500,21acde16b7a4dff9fca9000000000000
1403636905851666500,e56b2e16b7a4dff96aaa000000000000
1403636906051666500,df05fd10b7a4dff9cdaa000000000000
1403636906251666500,a6c68f13b7a4dff919ac000000000000
1403636906451666500,77217712b7a4dff9d5ac000000000000
1403636906651666500,0e3c9c1cb7a4dff999ad000000000000
1403636906851666500,26174a1fb7a4dff9bcae000000000000
1403636907051666500,041bc719b7a4dff9ccaf000000000000
1403636907251666500,b350a718b7a4dff947b0000000000000
1403636907451666500,e863831ab7a4dff9e1b0000000000000
1403636907651666500,d47b5f25b7a4dff9d5b1000000000000
1403636907851666500,b43a1d24b7a4dff997b2000000000000
1403636908051666500,d939c926b7a4dff95db3000000000000
1403636908251666500,a1e88c21b7a4dff908b4000000000000
1403636908451666500,71ca4720b7a4dff9a0b4000000000000
1403636908651666500,c9e53623b7a4dff915b5000000000000
1403636908851666500,0cb7b02db7a4dff919b6000000000000
1403636909051666500,86e07a2cb7a4dff9e6b6000000000000
1403636909251666500,6c96db2eb7a4dff98cb7000000000000
1403636909451666500,1d658929b7a4dff95cb8000000000000
1403636909651666500,59aa4828b7a4dff9fbb8000000000000
1403636909851666500,61ab3e2bb7a4dff9b4b9000000000000
1403636910051666500,1d77ed35b7a4dff958ba000000000000
1403636910251666500,4b9b6934b7a4dff904bb000000000000
1403636910451666500,a0b22837b7a4dff99ebb000000000000
1403636910651666500,dd744631b7a4dff940bc000000000000
1403636910851666500,1a6c4d30b7a4dff9c8bc000000000000
1403636911051666500,23cdb932b7a4dff95dbd000000000000
1403636911251666500,661d6d3db7a4dff9e7bd000000000000
1403636911451666500,ccb9993fb7a4dff9a1be000000000000
1403636911651666500,e82b763eb7a4dff93bbf000000000000
1403636911851666500,f5999938b7a4dff9f5bf000000000000
1403636912051666500,34d1683bb7a4dff985c0000000000000
1403636912251666500,f85b063ab7a4dff911c1000000000000
1403636912451666500,758c9ec4485b200693c1000000000000
1403636912651666500,6ed81fc7485b20060ac2000000000000
1403636912851666500,6d5694c1485b2006b4c2000000000000
1403636913051666500,67a4f2c3485b20065fc3000000000000
1403636913251666500,b49e83c2485b2006dbc3000000000000
1403636913451666500,af1008cd485b200668c4000000000000
1403636913651666500,ab8de9cf485b2006e6c4000000000000
1403636913851666500,845812ce485b200690c5000000000000
1403636914051666500,0ab0ccc8485b200606c6000000000000
1403636914251666500,92f35fcb485b200670c6000000000000
1403636914451666500,d486ddd5485b20063cc7000000000000
1403636914651666500,9c12b1d4485b2006aac7000000000000
1403636914851666500,f18434d7485b2006b0c8000000000000
1403636915051666500,e2e92cd6485b200625c9000000000000
1403636915251666500,250c94d0485b20065cca000000000000
1403636915451666500,14ca9fd3485b200603cb000000000000
1403636915651666500,ff148cd2485b20063ccc000000000000
1403636915851666500,4e2f34dd485b2006c7cc000000000000
1403636916051666500,7e572ddc485b2006e9cd000000000000
1403636916251666500,562f97de485b200681ce000000000000
1403636916451666500,70957cd9485b200633cf000000000000
1403636916651666500,58f4dadb485b2006bdcf000000000000
1403636916851666500,156597da485b200695d0000000000000
1403636917051666500,6b0f5ae5485b20061ad1000000000000
1403636917251666500,ecf22ae4485b2006ddd1000000000000
1403636917451666500,0b10a0e6485b200683d2000000000000
1403636917651666500,9a3230e1485b20062dd3000000000000
1403636917851666500,d15c35e0485b200658d3000000000000
1403636918051666500,9fe69de2485b200697d4000000000000
1403636918251666500,562e55ed485b2006ffd4000000000000
1403636918451666500,b9a5c1ef485b2006f2d5000000000000
1403636918651666500,e40be8ee485b2006a1d6000000000000
1403636918851666500,acf109e9485b2006c8d7000000000000
1403636919051666500,64acb4eb485b200697d8000000000000
1403636919251666500,c96a34ea485b200630d9000000000000
1403636919451666500,f2ebb4f4485b2006ded9000000000000
1403636919651666500,3f310ff7485b200657da000000000000
1403636919851666500,11d1d2f1485b20068bda000000000000
1403636920051666500,cfe1ccf0485b2006fada000000000000
1403636920251666500,9323b8f3485b2006afdb000000000000
1403636920451666500,9d497af2485b200679dc000000000000
1403636920651666500,bd9935fd485b20063ddd000000000000
1403636920851666500,d90203fc485b200696dd000000000000
1403636921051666500,ecbc79ff485b2006fcdd000000000000
1403636921251666500,f2c81efe485b200605df000000000000
1403636921451666500,6d81a9f8485b200634e0000000000000
1403636921651666500,2e0ee1fa485b2006b7e0000000000000
1403636921851666500,3fc82dfa485b2006e9e0000000000000
1403636922051666500,4cae1f85485b20062ae1000000000000
1403636922251666500,4f448c87485b2006f0e1000000000000
1403636922451666500,d9ab1e86485b2006b1e2000000000000
1403636922651666500,0d4a6881485b20062de3000000000000
1403636922851666500,20f0d283485b2006fbe3000000000000
1403636923051666500,a60d0d83485b200653e4000000000000
1403636923251666500,1701608d485b200698e5000000000000
1403636923451666500,157cb78f485b200668e6000000000000
1403636923651666500,f173438e485b20067de7000000000000
1403636923851666500,1ede8989485b200699e7000000000000
1403636924051666500,248f0588485b200644e8000000000000
1403636924251666500,a0ae118b485b2006a4e8000000000000
1403636924451666500,2aedd695485b20068be9000000000000
1403636924651666500,47829694485b20065aea000000000000
1403636924851666500,6f367d97485b200661eb000000000000
1403636925051666500,9c8a7196485b2006b4eb000000000000
1403636925251666500,54d42391485b200660ed000000000000
1403636925451666500,32d69093485b200639ee000000000000
1403636925651666500,a4a14192485b200617ef000000000000
1403636925851666500,dc7b769d485b200671ef000000000000
1403636926051666500,d4c93e9c485b200612f0000000000000
1403636926251666500,96dbfd9e485b20068ff0000000000000
1403636926451666500,c8255699485b200670f1000000000000
1403636926651666500,435c0398485b2006c6f1000000000000
1403636926851666500,53e9909a485b20066bf2000000000000
1403636927051666500,b6fc20a5485b200683f3000000000000
1403636927251666500,a0124da7485b200647f4000000000000
1403636927451666500,af659ba1485b20062af5000000000000
1403636927651666500,0e3326a0485b2006fdf5000000000000
1403636927851666500,dfca44a2485b20065bf6000000000000
1403636928051666500,641cfcac485b2006ebf6000000000000
1403636928251666500,28dd08af485b20067df7000000000000
1403636928451666500,a48148a9485b200644f8000000000000
1403636928651666500,46f388ab485b2006b4f8000000000000
1403636928851666500,6dab18aa485b200652f9000000000000
1403636929051666500,c172c6b4485b20060efa000000000000
1403636929251666500,a934b2b7485b2006e9fa000000000000
1403636929451666500,1ad018b6485b20067bfb000000000000
1403636929651666500,c3f320b1485b200616fc000000000000
1403636929851666500,35f6e8b3485b200694fc000000000000
1403636930051666500,505ba8b2485b20060afd000000000000
1403636930251666500,127476bd485b20067dfd000000000000
1403636930451666500,73ef2dbc485b200602fe000000000000
