position_x, position_y, position_z, orientation_x, orientation_y, orientation_z, orientation_w, vertexId
-0.000198163205916426,-0.00589197902528006,0.00263920294520191,-0.982189969494732,-0.0202695314113143,-0.180969402445079,0.046282667371002,79e84f8174d7a9410e00000000000000
0.0132777430393584,-0.00267377148101969,-0.153082116353522,-0.9782571262986,-0.0417825692880199,-0.199995613338921,0.0356225545811369,a99e18738b2856be3508000000000000
0.0398031852674831,-0.0110046628323439,-0.199086542991224,-0.975407813105247,-0.0348449862562491,-0.214179017508382,0.0386364274381706,1e74f3648b2856be6210000000000000
0.0666769578095443,-0.0148671246801762,-0.208183848310719,-0.954192332235496,-0.0428912146451625,-0.288675431738899,0.0659077531069528,3fe2cb598b2856bee511000000000000
0.0572972335822706,0.322979639347924,-0.194407003448489,-0.9451375209933,-0.063135428860998,-0.30617546285143,0.0947922464175707,cecc5d488b2856be891a000000000000
0.10627920524271,-0.242103386326257,-0.183361873692079,-0.957143138364666,0.0078745682267658,-0.283670710341365,0.0578440312487433,a6353f3e8b2856be3922000000000000
-0.134758343177461,0.166497815186886,-0.248254239805791,-0.960164216835566,-0.0464646778866633,-0.267806068138741,0.0648507539316254,f909cc2c8b2856bec02c000000000000
-0.0659995388210134,0.176888046342419,-0.291841951281597,-0.955250669742427,-0.0813125737784407,-0.278716228654849,0.0565834532932429,74ed19108b2856beb436000000000000
0.212242516260429,-0.0343527133956059,-0.273834649887739,-0.940561770920676,-0.0581080605321104,-0.334611976925694,-0.00135398731087618,576779048b2856be6640000000000000
-0.0946432268379721,0.0294627414722492,-0.380812727971942,-0.947843901410036,0.113268832791172,-0.293157338978021,-0.0531120012921159,7af7f2e974d7a9414049000000000000
-0.144854023217527,0.0535362548368954,-0.416650651128806,-0.954984231673528,0.113268536260713,-0.268467153616385,-0.0556843189542106,c8357ada74d7a9412052000000000000
-0.141866298934828,0.0542523948363324,-0.415050951920571,-0.940261676291624,0.127297928357904,-0.309057025049333,-0.0647068219023808,0502e6d774d7a941cc57000000000000
-0.139939668792229,0.0546234949524626,-0.414383646476367,-0.930860895839906,0.134382601757271,-0.332064869794069,-0.0719182257131214,4e50f1c174d7a941c35d000000000000
-0.139591559632144,0.055285749762634,-0.41445937699737,-0.925089934503654,0.140752631373566,-0.344334771910276,-0.0763601643197558,fa2db5b374d7a9414463000000000000
-0.138928600839421,0.0555139062855848,-0.413959456938209,-0.921910792970042,0.145517571718621,-0.350602993883439,-0.077347700718468,c62bb8ad74d7a9414969000000000000
-0.141466106207546,0.0569329882671979,-0.425172584366284,-0.920048070658776,0.149237303332124,-0.353489297664574,-0.0792785684017177,d654ed9d74d7a9411a70000000000000
-0.140012548306205,0.0579299790122408,-0.423492080216801,-0.919682595795504,0.151244101973387,-0.354306081637345,-0.0760022705180426,f5ab8c8f74d7a9411477000000000000
-0.139370923851229,0.0572765879968483,-0.422691008527711,-0.920126966407462,0.152630191943236,-0.353162793817604,-0.0731192947183954,e43a46788b2856be777e000000000000
-0.139289951958023,0.0552351422456028,-0.42246026837415,-0.921814499433723,0.153662436519984,-0.349460958735435,-0.0672526769445407,fd3a296f8b2856be5c84000000000000
-0.138897799992729,0.053841030103317,-0.422864577228073,-0.925735618176266,0.153195228180496,-0.3410127772246,-0.0570532476910692,c811dc588b2856be8689000000000000
