1403636580838560000,-0.30246,0.00086338,0.080009
1403636580843560000,-0.29855,0.00089273,0.079106
1403636580848560000,-0.29461,0.00092292,0.078205
1403636580853560000,-0.29066,0.00095712,0.077302
1403636580858560000,-0.2867,0.00099454,0.0764
1403636580863560000,-0.28274,0.001033,0.075495
1403636580868560000,-0.27878,0.0010702,0.074585
1403636580873560000,-0.27483,0.0011033,0.073671
1403636580878560000,-0.27089,0.0011311,0.072755
1403636580883560000,-0.26697,0.0011503,0.071834
1403636580888560000,-0.26305,0.0011598,0.07091
1403636580893560000,-0.25914,0.0011589,0.069983
1403636580898560000,-0.25523,0.0011434,0.069053
1403636580903560000,-0.25133,0.0011135,0.068123
1403636580908560000,-0.24743,0.001069,0.067192
1403636580913560000,-0.24353,0.00101,0.066263
1403636580918560000,-0.23963,0.00093849,0.065336
1403636580923560000,-0.23573,0.00085648,0.064412
1403636580928560000,-0.23184,0.00076637,0.063487
1403636580933560000,-0.22795,0.00066767,0.062563
1403636580938560000,-0.22408,0.00056213,0.061639
1403636580943560000,-0.22023,0.00045317,0.060714
1403636580948560000,-0.2164,0.00034055,0.059785
1403636580953560000,-0.2126,0.00022652,0.058852
1403636580958560000,-0.20881,0.00011426,0.057917
1403636580963560000,-0.20505,5.0898E-006,0.056977
1403636580968560000,-0.20131,-0.000099258,0.056039
1403636580973560000,-0.19759,-0.00020137,0.055102
1403636580978560000,-0.1939,-0.00030158,0.054168
1403636580983560000,-0.19024,-0.00040393,0.053238
1403636580988560000,-0.1866,-0.0005123,0.052312
1403636580993560000,-0.183,-0.00062699,0.051393
1403636580998560000,-0.17942,-0.00075024,0.050481
1403636581003560000,-0.17587,-0.00088041,0.049573
1403636581008560000,-0.17234,-0.0010156,0.048672
1403636581013560000,-0.16885,-0.0011562,0.047778
1403636581018560000,-0.16539,-0.0012994,0.046891
1403636581023560000,-0.16194,-0.0014444,0.04601
1403636581028560000,-0.15852,-0.00159,0.045134
1403636581033560000,-0.15511,-0.001735,0.044262
1403636581038560000,-0.15171,-0.0018741,0.04339
1403636581043560000,-0.14833,-0.0020042,0.04252
1403636581048560000,-0.14498,-0.002123,0.041652
1403636581053560000,-0.14164,-0.0022282,0.040783
1403636581058560000,-0.13832,-0.002319,0.039915
1403636581063560000,-0.13502,-0.0023962,0.03905
1403636581068560000,-0.13174,-0.0024639,0.038186
1403636581073560000,-0.12848,-0.0025237,0.037328
1403636581078560000,-0.12524,-0.0025773,0.036475
1403636581083560000,-0.12203,-0.0026263,0.03563
1403636581088560000,-0.11855,-0.0024272,0.035464
1403636581093560000,-0.11538,-0.0024586,0.034679
1403636581098560000,-0.11224,-0.0024905,0.033904
