position_x, position_y, position_z, orientation_x, orientation_y, orientation_z, orientation_w, vertexId
6.89046086425781e-05,-4.14001022489575e-05,-0.000123753446610594,-0.793209177602005,0.0221683565353728,-0.607966085172469,0.0265519079640854,66837f6c85159ee70e00000000000000
0.0188170012499528,0.0142698941274509,0.364678975398835,-0.792340695067629,-0.0443221344967649,-0.60594998323274,0.0552846195034355,725af77b85159ee73408000000000000
-0.00013444204510892,0.0343115507469811,0.0990533746260438,-0.845600834447194,-0.0306772836888598,-0.527143655379833,0.0783434722262843,cb66e34085159ee75e12000000000000
0.0176784786879896,0.0483284358519202,0.454897817148822,-0.774340641753309,-0.0658292300947327,-0.624395015255189,0.078701638602265,f57be1ac7aea6118221b000000000000
-0.0247846008117651,0.043020766402123,-0.0101692992687023,-0.775944323820765,-0.0190898625505061,-0.625882815941304,0.0762671894560362,249c71bc7aea61189e23000000000000
-0.022861037360966,0.0444427634399729,-0.0120092914803453,-0.773626234102547,-0.0166814489489091,-0.628562487020317,0.0783158928960845,92e64ab57aea6118442a000000000000
-0.024871586446539,0.041429989858402,-0.0154182604502574,-0.773459753260354,-0.0179475934999547,-0.628782264868851,0.0779150650413122,c0e1708a7aea61184731000000000000
-0.0209587294416669,0.0398378603581288,-0.0115217287069449,-0.774089404917337,-0.021661890773108,-0.628196267732322,0.0754042763378723,04ac58987aea61186b37000000000000
-0.0184944325673389,0.0415956869318769,-0.0137149092697975,-0.784648247037016,-0.0100189364071106,-0.617453764354315,0.0545673732160035,fc879aea7aea61183e3d000000000000
-0.365654306932654,0.363141254643179,0.441806214338935,-0.799301010760858,-0.0429607846354756,-0.596983783971392,0.0536901001617123,29c765f57aea6118cd44000000000000
-0.768849430471986,0.792881713323551,0.644894788033154,-0.799176056424606,-0.0372198358017213,-0.597315614480038,0.0560925249818868,05757fc47aea61183b4d000000000000
-1.33628163718989,1.27457061634606,0.681116349091514,-0.780174679852491,-0.0994502579613601,-0.59399139630862,0.169148858168828,67ebfcd87aea6118b453000000000000
-1.54506437690883,1.68807981959555,0.569174352642036,-0.729146461376137,-0.187041539547483,-0.562058407554617,0.342711608854343,849913d67aea61187357000000000000
-1.51875644891843,2.45917703411594,0.249909167821747,-0.707117179927198,-0.229481193284186,-0.525999642007237,0.413095693984979,664a362e85159ee7b55a000000000000
-1.26362784082067,3.25743660091097,0.265990110857447,-0.702600190266499,-0.257801133771724,-0.534446115574963,0.392758064984447,af84992585159ee7b25d000000000000
-0.732022345998555,4.06576472444315,0.229314269852279,-0.65432088883985,-0.309734035189701,-0.490995861603386,0.484615379204254,a365752285159ee7ea60000000000000
-0.221774054459989,4.69089562584501,0.148810001873204,-0.663211226381483,-0.307472168696317,-0.488420508304094,0.476505132969964,41fc4a3f85159ee7e662000000000000
0.316428527889195,5.25987245558128,0.0841605799249532,-0.60422977836943,-0.359035987360784,-0.462098634980286,0.540799765403845,9c2d793b85159ee70f65000000000000
0.980309281010767,5.99174083243771,-0.0443519771052565,-0.519775780886106,-0.412662033850635,-0.381557647529304,0.643394859347197,09559e3185159ee70b68000000000000
